Provinsi,Kabupaten,Kecamatan,Perkiraan Panen Bulan September,Perkiraan Panen Bulan Oktober,Alsintan September,Alsintan Oktober,Bera,Penggenangan,Tanam (1-15 Hst),Vegetatif 1 (16-30 Hst),Vegetatif 2 (31-40 Hst),Max Vegetatif (41-54 Hst),Generatif 1 (55-71 Hst),Generatif 2 (72-110 Hst),Panen,Standing Crop,Luas Baku Sawah (Ha)
Jambi,Tanjung Jabung Barat,Batang Asam,136.0,280.0,2.0,4.0,177,32,6.0,9.0,33.0,176.0,172.0,67,233,463,924
Jambi,Tanjung Jabung Barat,Betara,34.0,78.0,1.0,1.0,120,11,8.0,14.0,21.0,42.0,36.0,25,61,146,355
Jambi,Tanjung Jabung Barat,Bram Itam,36.0,67.0,1.0,1.0,190,31,22.0,18.0,12.0,41.0,35.0,31,87,159,477
Jambi,Tanjung Jabung Barat,Kuala Betara,12.0,51.0,1.0,1.0,77,6,9.0,11.0,15.0,30.0,14.0,7,14,86,194
Jambi,Tanjung Jabung Barat,Merlung,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Jambi,Tanjung Jabung Barat,Muara Papalik,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Jambi,Tanjung Jabung Barat,Pengabuan,91.0,349.0,1.0,4.0,1148,99,57.0,194.0,147.0,162.0,98.0,65,287,723,2274
Jambi,Tanjung Jabung Barat,Renah Mendaluh,4.0,8.0,1.0,1.0,22,8,9.0,4.0,5.0,2.0,3.0,5,15,28,73
Jambi,Tanjung Jabung Barat,Seberang Kota,15.0,27.0,1.0,1.0,61,4,5.0,5.0,11.0,11.0,13.0,15,17,60,143
Jambi,Tanjung Jabung Barat,Senyerang,144.0,502.0,2.0,6.0,1596,110,95.0,110.0,155.0,273.0,180.0,74,452,887,3111
Jambi,Tanjung Jabung Barat,Tebing Tinggi,5.0,13.0,1.0,1.0,47,5,3.0,6.0,4.0,6.0,8.0,1,18,28,98
Jambi,Tanjung Jabung Barat,Tungkal Ilir,7.0,16.0,1.0,1.0,66,3,2.0,1.0,6.0,7.0,8.0,4,28,28,128
Jambi,Tanjung Jabung Barat,Tungkal Ulu,7.0,10.0,1.0,1.0,24,6,7.0,4.0,2.0,4.0,9.0,3,11,29,71
Jambi,Tanjung Jabung Timur,,1174.0,2384.0,19.0,33.0,3323,493,558.0,568.0,690.0,1148.0,1327.0,767,1508,5058,10504
Jambi,Tanjung Jabung Timur,Berbak,494.0,750.0,6.0,9.0,960,136,171.0,126.0,167.0,348.0,571.0,309,504,1692,3315
Jambi,Tanjung Jabung Timur,Dendang,28.0,92.0,1.0,2.0,187,37,20.0,23.0,33.0,46.0,32.0,18,77,172,477
Jambi,Tanjung Jabung Timur,Geragai,32.0,94.0,1.0,2.0,55,6,6.0,9.0,25.0,55.0,34.0,23,31,152,248
Jambi,Tanjung Jabung Timur,Hutan,10.0,6.0,1.0,1.0,6,2,1.0,0.0,0.0,1.0,12.0,5,7,19,34
Jambi,Tanjung Jabung Timur,Kuala Jambi,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Jambi,Tanjung Jabung Timur,Mendahara,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Jambi,Tanjung Jabung Timur,Mendahara Ulu,38.0,72.0,1.0,1.0,93,8,9.0,19.0,34.0,24.0,33.0,36,8,155,269
Jambi,Tanjung Jabung Timur,Muara Sabak Barat,18.0,35.0,1.0,1.0,52,9,8.0,4.0,11.0,15.0,22.0,9,28,69,164
Jambi,Tanjung Jabung Timur,Muara Sabak Timur,140.0,281.0,2.0,4.0,508,97,93.0,73.0,111.0,107.0,152.0,98,262,634,1521
Jambi,Tanjung Jabung Timur,Nipah Panjang,259.0,594.0,3.0,7.0,712,103,148.0,161.0,153.0,323.0,287.0,176,299,1248,2389
Jambi,Tanjung Jabung Timur,Rantau Rasau,143.0,435.0,2.0,5.0,695,89,93.0,136.0,148.0,217.0,171.0,82,271,847,1933
Jambi,Tanjung Jabung Timur,Sadu,13.0,25.0,1.0,1.0,55,6,9.0,17.0,8.0,12.0,13.0,11,21,70,154
Jambi,Tebo,,542.0,829.0,11.0,14.0,1420,293,353.0,249.0,226.0,414.0,459.0,531,872,2232,4877
Jambi,Tebo,Muara Tabir,27.0,27.0,1.0,1.0,67,11,17.0,5.0,6.0,13.0,19.0,30,46,90,214
Jambi,Tebo,Rimbo Bujang,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Jambi,Tebo,Rimbo Ilir,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Jambi,Tebo,Rimbo Ulu,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Jambi,Tebo,Serai Serumpun,25.0,74.0,1.0,1.0,131,12,31.0,19.0,26.0,36.0,29.0,16,37,157,341
Jambi,Tebo,Sumay,57.0,49.0,1.0,1.0,121,17,27.0,18.0,14.0,24.0,27.0,81,71,191,401
Jambi,Tebo,Tebo Ilir,212.0,207.0,3.0,3.0,177,95,67.0,56.0,35.0,96.0,184.0,203,215,641,1128
Jambi,Tebo,Tebo Tengah,61.0,111.0,1.0,2.0,253,29,57.0,54.0,31.0,64.0,39.0,74,124,319,735
Jambi,Tebo,Tebo Ulu,67.0,176.0,1.0,2.0,332,66,76.0,66.0,84.0,62.0,72.0,49,188,409,1008
Jambi,Tebo,Tengah Ilir,61.0,130.0,1.0,2.0,71,20,28.0,14.0,15.0,93.0,54.0,57,31,261,385
Jambi,Tebo,Vii Koto,21.0,35.0,1.0,1.0,186,25,30.0,12.0,12.0,14.0,22.0,16,91,106,436
Jambi,Tebo,Vii Koto Ilir,10.0,20.0,1.0,1.0,82,18,20.0,5.0,3.0,12.0,13.0,5,69,58,229
Sumatera Selatan,,,37609.0,96227.0,530.0,1182.0,143902,27165,32872.0,33104.0,32207.0,48539.0,37597.0,30211,78664,214530,472505
Sumatera Selatan,Banyu Asin,,9978.0,36879.0,117.0,419.0,53978,9366,12417.0,13708.0,16986.0,15907.0,9680.0,8354,26694,77052,169249
Sumatera Selatan,Banyu Asin,Air Kumbang,79.0,298.0,1.0,4.0,719,96,210.0,255.0,131.0,132.0,84.0,58,370,870,2118
Sumatera Selatan,Banyu Asin,Air Saleh,967.0,8555.0,11.0,96.0,7479,1019,1828.0,2683.0,5540.0,2614.0,974.0,769,2775,14408,26140
Sumatera Selatan,Banyu Asin,Banyuasin I,199.0,538.0,3.0,6.0,1085,156,443.0,543.0,236.0,226.0,184.0,177,566,1809,3672
Sumatera Selatan,Banyu Asin,Banyuasin Ii,1225.0,2535.0,14.0,29.0,3314,1221,873.0,381.0,424.0,1596.0,1250.0,954,2540,5478,12666
Sumatera Selatan,Banyu Asin,Banyuasin Iii,27.0,59.0,1.0,1.0,158,36,21.0,20.0,24.0,25.0,24.0,26,61,140,399
Sumatera Selatan,Banyu Asin,Betung,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Sumatera Selatan,Banyu Asin,Makarti Jaya,547.0,2568.0,6.0,29.0,3828,489,716.0,742.0,1438.0,890.0,582.0,400,1051,4768,10318
Sumatera Selatan,Banyu Asin,Muara Padang,650.0,2120.0,7.0,24.0,4771,944,1383.0,1422.0,1071.0,788.0,633.0,542,2241,5839,14006
Sumatera Selatan,Banyu Asin,Muara Sugihan,1784.0,4137.0,20.0,46.0,8200,1869,2280.0,1886.0,1536.0,1966.0,1541.0,1712,5795,10921,27039
Sumatera Selatan,Banyu Asin,Muara Telang,386.0,5064.0,5.0,57.0,5499,543,1001.0,1588.0,2737.0,2140.0,454.0,232,1480,8152,15947
Sumatera Selatan,Banyu Asin,Pulau Rimau,1087.0,1549.0,12.0,18.0,4738,835,836.0,713.0,311.0,862.0,913.0,1072,3218,4707,13611
Sumatera Selatan,Banyu Asin,Rambutan,436.0,863.0,5.0,10.0,1563,219,279.0,440.0,237.0,449.0,430.0,357,1071,2192,5085
Sumatera Selatan,Banyu Asin,Rantau Bayur,680.0,2028.0,8.0,23.0,3515,340,395.0,558.0,256.0,1480.0,710.0,512,1421,3911,9215
Sumatera Selatan,Banyu Asin,Sembawa,20.0,38.0,1.0,1.0,95,15,12.0,9.0,10.0,17.0,26.0,9,31,83,227
Sumatera Selatan,Banyu Asin,Suak Tapeh,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Sumatera Selatan,Banyu Asin,Sumber Marga Telang,944.0,2174.0,11.0,25.0,3100,642,535.0,488.0,780.0,1025.0,895.0,814,1899,4537,10323
Sumatera Selatan,Banyu Asin,Talang Kelapa,51.0,153.0,1.0,2.0,525,133,242.0,245.0,66.0,71.0,40.0,54,352,718,1749
Sumatera Selatan,Banyu Asin,Tanjung Lago,794.0,4003.0,9.0,45.0,5178,786,1324.0,1689.0,2149.0,1510.0,836.0,589,1738,8097,15984
Sumatera Selatan,Banyu Asin,Tungkal Ilir,101.0,199.0,2.0,3.0,211,23,39.0,46.0,40.0,116.0,104.0,77,85,422,750
Sumatera Selatan,Empat Lawang,,1054.0,2328.0,17.0,31.0,2339,512,471.0,568.0,973.0,931.0,1029.0,875,1225,4847,9201
Sumatera Selatan,Empat Lawang,Lintang Kanan,241.0,485.0,3.0,6.0,439,135,82.0,142.0,225.0,168.0,223.0,214,312,1054,1986
Sumatera Selatan,Empat Lawang,Muara Pinang,55.0,125.0,1.0,2.0,158,32,20.0,49.0,55.0,44.0,62.0,36,101,266,581
Sumatera Selatan,Empat Lawang,Pasemah Air Keruh,324.0,611.0,4.0,7.0,669,149,170.0,150.0,241.0,241.0,313.0,273,314,1388,2579
Sumatera Selatan,Empat Lawang,Pendopo,247.0,516.0,3.0,6.0,439,76,78.0,102.0,231.0,198.0,212.0,239,203,1060,1847
Sumatera Selatan,Empat Lawang,Pendopo Barat,12.0,48.0,1.0,1.0,37,12,9.0,7.0,22.0,21.0,12.0,9,12,80,144
Sumatera Selatan,Empat Lawang,Saling,36.0,106.0,1.0,2.0,102,12,26.0,27.0,37.0,52.0,42.0,22,8,206,334
Sumatera Selatan,Empat Lawang,Sikap Dalam,18.0,39.0,1.0,1.0,95,21,22.0,32.0,16.0,14.0,22.0,10,35,116,271
Sumatera Selatan,Empat Lawang,Talang Padang,19.0,71.0,1.0,1.0,100,22,20.0,17.0,31.0,29.0,27.0,7,33,131,297
Sumatera Selatan,Empat Lawang,Tebing Tinggi,33.0,186.0,1.0,3.0,132,20,15.0,13.0,57.0,109.0,48.0,10,113,252,539
Sumatera Selatan,Empat Lawang,Ulu Musi,68.0,141.0,1.0,2.0,168,33,29.0,29.0,58.0,55.0,68.0,55,94,294,623
Sumatera Selatan,Lahat,,1107.0,2616.0,27.0,41.0,3750,597,489.0,744.0,934.0,1237.0,1080.0,919,2679,5403,12779
Sumatera Selatan,Lahat,Gumay Talang,5.0,10.0,1.0,1.0,16,6,4.0,8.0,7.0,2.0,3.0,7,7,31,62
Sumatera Selatan,Lahat,Gumay Ulu,11.0,26.0,1.0,1.0,42,3,4.0,8.0,6.0,16.0,10.0,10,24,54,126
Sumatera Selatan,Lahat,Jarai,122.0,260.0,2.0,3.0,294,55,57.0,79.0,84.0,137.0,94.0,130,227,581,1192
Sumatera Selatan,Lahat,Kikim Barat,4.0,14.0,1.0,1.0,12,1,1.0,2.0,2.0,10.0,5.0,3,4,23,41
Sumatera Selatan,Lahat,Kikim Selatan,100.0,233.0,2.0,3.0,249,41,24.0,49.0,79.0,117.0,90.0,92,326,451,1091
Sumatera Selatan,Lahat,Kikim Tengah,21.0,40.0,1.0,1.0,67,7,4.0,3.0,12.0,19.0,21.0,16,70,75,239
Sumatera Selatan,Lahat,Kikim Timur,4.0,18.0,1.0,1.0,20,2,1.0,3.0,6.0,10.0,5.0,2,24,27,79
Sumatera Selatan,Lahat,Kota Agung,118.0,246.0,2.0,3.0,298,56,31.0,55.0,82.0,116.0,117.0,95,368,496,1262
Sumatera Selatan,Lahat,Lahat,23.0,69.0,1.0,1.0,84,16,25.0,36.0,25.0,32.0,28.0,12,134,158,400
Sumatera Selatan,Lahat,Merapi Barat,9.0,29.0,1.0,1.0,83,10,18.0,17.0,12.0,13.0,10.0,7,77,77,256
Sumatera Selatan,Lahat,Merapi Selatan,60.0,54.0,1.0,1.0,139,8,2.0,5.0,14.0,22.0,44.0,67,70,154,373
Sumatera Selatan,Lahat,Merapi Timur,83.0,122.0,1.0,2.0,268,84,25.0,46.0,36.0,47.0,94.0,54,254,302,927
Sumatera Selatan,Lahat,Muara Payang,30.0,66.0,1.0,1.0,75,17,10.0,13.0,26.0,28.0,29.0,25,85,131,325
Sumatera Selatan,Lahat,Mulak Ulu,156.0,316.0,2.0,4.0,408,54,26.0,41.0,69.0,182.0,158.0,123,318,599,1408
Sumatera Selatan,Lahat,Pagar Gunung,27.0,149.0,1.0,2.0,229,44,47.0,51.0,60.0,76.0,32.0,16,72,282,668
Sumatera Selatan,Lahat,Pajar Bulan,51.0,130.0,1.0,2.0,149,31,28.0,44.0,56.0,55.0,45.0,47,78,275,545
Sumatera Selatan,Lahat,Pseksu,4.0,11.0,1.0,1.0,8,1,1.0,2.0,3.0,6.0,5.0,3,18,20,48
Sumatera Selatan,Lahat,Pulau Pinang,26.0,99.0,1.0,2.0,68,16,18.0,23.0,31.0,54.0,34.0,11,63,171,327
Sumatera Selatan,Lahat,Sukamerindu,62.0,145.0,1.0,2.0,162,39,25.0,34.0,51.0,68.0,64.0,47,139,289,650
Sumatera Selatan,Lahat,Tanjung Sakti Pumi,31.0,218.0,1.0,3.0,330,17,50.0,108.0,159.0,51.0,20.0,37,21,425,799
Sumatera Selatan,Lahat,Tanjung Sakti Pumu,55.0,71.0,1.0,1.0,379,50,42.0,50.0,26.0,27.0,44.0,56,157,245,835
Sumatera Selatan,Lahat,Tanjung Tebat,106.0,290.0,2.0,4.0,370,39,46.0,67.0,88.0,149.0,128.0,59,143,537,1126
Sumatera Selatan,Lubuklinggau,,49.0,201.0,5.0,7.0,426,36,113.0,67.0,73.0,103.0,60.0,27,94,443,1233
Sumatera Selatan,Lubuklinggau,Lubuk Linggau Barat I,1.0,6.0,1.0,1.0,38,5,18.0,13.0,4.0,2.0,1.0,1,13,39,129
Sumatera Selatan,Lubuklinggau,Lubuk Linggau Barat Ii,0.0,2.0,0.0,1.0,5,1,1.0,0.0,1.0,1.0,0.0,0,2,3,13
Sumatera Selatan,Lubuklinggau,Lubuk Linggau Selatan I,1.0,4.0,1.0,1.0,7,0,1.0,0.0,1.0,3.0,1.0,0,3,6,21
Sumatera Selatan,Lubuklinggau,Lubuk Linggau Selatan Ii,33.0,140.0,1.0,2.0,304,24,83.0,44.0,47.0,75.0,44.0,13,47,306,854
Sumatera Selatan,Lubuklinggau,Lubuk Linggau Timur I,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
Sumatera Selatan,Lubuklinggau,Lubuk Linggau Timur Ii,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Sumatera Selatan,Lubuklinggau,Lubuk Linggau Utara I,13.0,44.0,1.0,1.0,66,5,9.0,9.0,19.0,20.0,12.0,11,26,80,197
Sumatera Selatan,Lubuklinggau,Lubuk Linggau Utara Ii,2.0,4.0,1.0,1.0,5,1,1.0,1.0,1.0,2.0,2.0,2,3,9,18
Sumatera Selatan,Muara Enim,,1318.0,3155.0,22.0,43.0,6223,746,562.0,830.0,583.0,1971.0,1459.0,896,2792,6301,16193
Sumatera Selatan,Muara Enim,Belida Darat,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Sumatera Selatan,Muara Enim,Belimbing,16.0,28.0,1.0,1.0,51,3,7.0,6.0,10.0,11.0,16.0,13,11,63,129
Sumatera Selatan,Muara Enim,Benakat,3.0,7.0,1.0,1.0,38,5,4.0,4.0,5.0,1.0,3.0,2,8,19,71
Sumatera Selatan,Muara Enim,Gelumbang,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Sumatera Selatan,Muara Enim,Gunung Megang,33.0,38.0,1.0,1.0,210,34,28.0,23.0,17.0,14.0,16.0,46,44,144,437
Sumatera Selatan,Muara Enim,Kelekar,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Sumatera Selatan,Muara Enim,Lawang Kidul,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Sumatera Selatan,Muara Enim,Lembak,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Sumatera Selatan,Muara Enim,Lubai,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Sumatera Selatan,Muara Enim,Lubai Ulu,0.0,1.0,0.0,1.0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,1,1
Sumatera Selatan,Muara Enim,Muara Belida,428.0,1622.0,5.0,19.0,3013,287,243.0,407.0,152.0,1272.0,481.0,283,1219,2838,7373
Sumatera Selatan,Muara Enim,Muara Enim,116.0,113.0,2.0,2.0,190,83,15.0,5.0,19.0,24.0,169.0,33,92,265,647
Sumatera Selatan,Muara Enim,Rambang,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Sumatera Selatan,Muara Enim,Rambang Dangku,26.0,54.0,1.0,1.0,72,6,8.0,13.0,15.0,28.0,26.0,21,36,111,225
Sumatera Selatan,Muara Enim,Semendo Darat Laut,82.0,101.0,1.0,2.0,214,38,12.0,12.0,26.0,41.0,83.0,64,188,238,695
Sumatera Selatan,Muara Enim,Semendo Darat Tengah,107.0,158.0,2.0,2.0,371,51,24.0,25.0,42.0,62.0,132.0,58,286,343,1074
Sumatera Selatan,Muara Enim,Semendo Darat Ulu,149.0,236.0,2.0,3.0,695,114,59.0,39.0,68.0,94.0,179.0,86,505,525,1875
Sumatera Selatan,Muara Enim,Sungai Rotan,199.0,563.0,3.0,7.0,915,51,116.0,236.0,111.0,371.0,197.0,162,323,1193,2491
Sumatera Selatan,Muara Enim,Tanjung Agung,123.0,163.0,2.0,2.0,319,32,24.0,42.0,80.0,30.0,128.0,93,35,397,784
Sumatera Selatan,Muara Enim,Ujan Mas,35.0,72.0,1.0,1.0,135,42,22.0,18.0,37.0,23.0,29.0,35,45,164,391
Sumatera Selatan,Musi Banyuasin,,3831.0,6677.0,47.0,80.0,11535,2227,2515.0,2037.0,1532.0,3768.0,3344.0,3634,5241,16830,36228
Sumatera Selatan,Musi Banyuasin,Babat Supat,42.0,80.0,1.0,1.0,173,22,23.0,19.0,14.0,50.0,40.0,36,81,182,463
Sumatera Selatan,Musi Banyuasin,Babat Toman,63.0,94.0,1.0,2.0,174,15,32.0,47.0,11.0,59.0,59.0,56,121,264,593
Sumatera Selatan,Musi Banyuasin,Batanghari Leko,0.0,0.0,0.0,0.0,6,0,0.0,1.0,0.0,0.0,0.0,0,0,1,9
Sumatera Selatan,Musi Banyuasin,Bayung Lencir,117.0,149.0,2.0,2.0,412,93,93.0,84.0,31.0,78.0,96.0,119,280,501,1291
Sumatera Selatan,Musi Banyuasin,Keluang,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
Sumatera Selatan,Musi Banyuasin,Lais,500.0,1188.0,6.0,14.0,2211,330,287.0,369.0,354.0,672.0,394.0,524,768,2600,5939
Sumatera Selatan,Musi Banyuasin,Lalan,2349.0,3689.0,26.0,41.0,5722,1441,1728.0,1049.0,771.0,2083.0,2027.0,2256,3120,9914,20399
Sumatera Selatan,Musi Banyuasin,Lawang Wetan,63.0,133.0,1.0,2.0,303,41,29.0,44.0,29.0,77.0,66.0,48,125,293,774
Sumatera Selatan,Musi Banyuasin,Plakat Tinggi,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Sumatera Selatan,Musi Banyuasin,Sanga Desa,140.0,343.0,2.0,4.0,570,75,67.0,75.0,105.0,176.0,150.0,100,144,673,1538
Sumatera Selatan,Musi Banyuasin,Sekayu,465.0,816.0,5.0,10.0,1643,158,190.0,286.0,183.0,460.0,419.0,426,467,1964,4270
Sumatera Selatan,Musi Banyuasin,Sungai Keruh,23.0,41.0,1.0,1.0,44,9,11.0,24.0,11.0,20.0,24.0,18,16,108,179
Sumatera Selatan,Musi Banyuasin,Sungai Lilin,65.0,142.0,1.0,2.0,252,38,50.0,38.0,23.0,91.0,67.0,50,115,319,728
Sumatera Selatan,Musi Banyuasin,Tungkal Jaya,2.0,3.0,1.0,1.0,24,5,5.0,1.0,0.0,2.0,2.0,1,4,11,44
Sumatera Selatan,Musi Rawas,,469.0,1656.0,13.0,24.0,4815,601,1055.0,666.0,570.0,884.0,491.0,352,1434,4018,13253
Sumatera Selatan,Musi Rawas,Bulang Tengah Suku Ulu,15.0,43.0,1.0,1.0,60,4,4.0,16.0,16.0,19.0,20.0,6,30,81,183
Sumatera Selatan,Musi Rawas,Jayaloka,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
Sumatera Selatan,Musi Rawas,Megang Sakti,54.0,259.0,1.0,3.0,667,95,137.0,83.0,70.0,166.0,57.0,39,337,552,2174
Sumatera Selatan,Musi Rawas,Muara Beliti,58.0,166.0,1.0,2.0,437,39,123.0,71.0,43.0,96.0,65.0,38,173,436,1265
Sumatera Selatan,Musi Rawas,Muara Kelingi,36.0,61.0,1.0,1.0,167,20,33.0,43.0,25.0,22.0,34.0,32,47,189,437
Sumatera Selatan,Musi Rawas,Muara Lakitan,19.0,30.0,1.0,1.0,87,13,4.0,5.0,5.0,18.0,18.0,16,58,66,228
Sumatera Selatan,Musi Rawas,Purwodadi,39.0,115.0,1.0,2.0,529,65,112.0,72.0,44.0,55.0,40.0,30,156,353,1466
Sumatera Selatan,Musi Rawas,Selangit,4.0,13.0,1.0,1.0,21,5,7.0,3.0,5.0,6.0,4.0,3,20,28,75
Sumatera Selatan,Musi Rawas,Suka Karya,3.0,9.0,1.0,1.0,11,2,3.0,6.0,4.0,4.0,2.0,3,4,22,43
Sumatera Selatan,Musi Rawas,Suku Tengah Lakitan Ulu,57.0,317.0,1.0,4.0,806,91,130.0,139.0,147.0,144.0,63.0,39,160,662,2052
Sumatera Selatan,Musi Rawas,Sumber Harta,44.0,225.0,1.0,3.0,703,169,147.0,72.0,88.0,121.0,40.0,40,245,508,2145
Sumatera Selatan,Musi Rawas,Tiang Pumpung Kepungut,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Sumatera Selatan,Musi Rawas,Tuah Negeri,32.0,72.0,1.0,1.0,256,23,26.0,27.0,23.0,39.0,25.0,33,41,173,553
Sumatera Selatan,Musi Rawas,Tugumulyo,110.0,345.0,2.0,4.0,1071,75,329.0,129.0,100.0,194.0,123.0,73,162,948,2631
Sumatera Selatan,Musi Rawas Utara,,187.0,342.0,7.0,9.0,950,148,106.0,80.0,94.0,172.0,184.0,154,208,790,2248
Sumatera Selatan,Musi Rawas Utara,Karang Dapo,7.0,14.0,1.0,1.0,60,7,5.0,5.0,3.0,8.0,7.0,5,11,33,121
Sumatera Selatan,Musi Rawas Utara,Karang Jaya,10.0,23.0,1.0,1.0,116,15,16.0,14.0,6.0,12.0,13.0,5,21,66,291
Sumatera Selatan,Musi Rawas Utara,Nibung,1.0,2.0,1.0,1.0,4,0,0.0,0.0,1.0,1.0,1.0,0,0,3,7
Sumatera Selatan,Musi Rawas Utara,Rawas Ilir,79.0,182.0,1.0,3.0,376,34,46.0,40.0,59.0,89.0,82.0,60,70,376,879
Sumatera Selatan,Musi Rawas Utara,Rawas Ulu,58.0,85.0,1.0,1.0,211,36,22.0,11.0,14.0,47.0,59.0,46,46,199,524
Sumatera Selatan,Musi Rawas Utara,Rupit,13.0,20.0,1.0,1.0,134,17,9.0,7.0,7.0,8.0,12.0,11,21,54,240
Sumatera Selatan,Musi Rawas Utara,Ulu Rawas,20.0,15.0,1.0,1.0,49,39,8.0,3.0,4.0,7.0,10.0,27,39,59,186
Sumatera Selatan,Ogan Ilir,,2110.0,4367.0,32.0,57.0,10077,1659,2495.0,2984.0,974.0,2498.0,2173.0,1622,5771,12746,30392
Sumatera Selatan,Ogan Ilir,Indralaya,102.0,249.0,2.0,3.0,535,97,104.0,190.0,51.0,156.0,102.0,81,331,684,1654
Sumatera Selatan,Ogan Ilir,Indralaya Selatan,23.0,49.0,1.0,1.0,165,21,36.0,64.0,17.0,25.0,18.0,24,86,184,460
Sumatera Selatan,Ogan Ilir,Indralaya Utara,46.0,94.0,1.0,2.0,268,37,47.0,72.0,28.0,49.0,42.0,41,129,279,716
Sumatera Selatan,Ogan Ilir,Kandis,63.0,93.0,1.0,2.0,327,85,85.0,84.0,23.0,53.0,41.0,76,141,362,920
Sumatera Selatan,Ogan Ilir,Lubuk Keliat,128.0,265.0,2.0,3.0,731,89,179.0,160.0,66.0,148.0,123.0,108,271,784,1882
Sumatera Selatan,Ogan Ilir,Muara Kuang,210.0,293.0,3.0,4.0,803,98,226.0,161.0,58.0,148.0,212.0,167,348,972,2232
Sumatera Selatan,Ogan Ilir,Payaraman,163.0,173.0,2.0,2.0,391,30,55.0,60.0,23.0,59.0,220.0,65,190,482,1104
Sumatera Selatan,Ogan Ilir,Pemulutan,496.0,1395.0,6.0,16.0,1849,187,359.0,711.0,321.0,851.0,541.0,347,1199,3130,6395
Sumatera Selatan,Ogan Ilir,Pemulutan Barat,202.0,536.0,3.0,6.0,845,120,104.0,244.0,110.0,326.0,243.0,116,749,1143,2876
Sumatera Selatan,Ogan Ilir,Pemulutan Selatan,236.0,437.0,3.0,5.0,1490,188,500.0,483.0,108.0,241.0,213.0,216,696,1761,4144
Sumatera Selatan,Ogan Ilir,Rambang Kuang,1.0,3.0,1.0,1.0,11,1,4.0,2.0,1.0,2.0,1.0,1,2,11,25
Sumatera Selatan,Ogan Ilir,Rantau Alai,130.0,184.0,2.0,3.0,547,161,187.0,130.0,46.0,98.0,97.0,143,322,701,1741
Sumatera Selatan,Ogan Ilir,Rantau Panjang,159.0,291.0,2.0,4.0,1020,330,216.0,218.0,47.0,169.0,182.0,102,765,934,3061
Sumatera Selatan,Ogan Ilir,Sungai Pinang,77.0,180.0,1.0,2.0,453,118,199.0,212.0,41.0,108.0,75.0,64,250,699,1525
Sumatera Selatan,Ogan Ilir,Tanjung Batu,14.0,21.0,1.0,1.0,261,14,69.0,39.0,9.0,7.0,13.0,12,71,149,499
Sumatera Selatan,Ogan Ilir,Tanjung Raja,60.0,104.0,1.0,2.0,381,83,125.0,154.0,25.0,58.0,50.0,59,221,471,1158
Sumatera Selatan,Ogan Komering Ilir,,6466.0,15995.0,78.0,186.0,32998,6253,8738.0,7407.0,5154.0,8244.0,6308.0,5374,19415,41225,100961
Sumatera Selatan,Ogan Komering Ilir,Air Sugihan,809.0,4112.0,9.0,46.0,10217,1177,1694.0,1522.0,1715.0,2068.0,800.0,660,4027,8459,24230
Sumatera Selatan,Ogan Komering Ilir,Cengal,721.0,1392.0,8.0,16.0,2491,403,370.0,525.0,362.0,734.0,720.0,581,2295,3292,8600
Sumatera Selatan,Ogan Komering Ilir,Jejawi,764.0,1658.0,9.0,19.0,2335,329,703.0,741.0,428.0,927.0,736.0,645,1630,4180,8521
