Provinsi,Kabupaten,Kecamatan,Perkiraan Panen Bulan September,Perkiraan Panen Bulan Oktober,Alsintan September,Alsintan Oktober,Bera,Penggenangan,Tanam (1-15 Hst),Vegetatif 1 (16-30 Hst),Vegetatif 2 (31-40 Hst),Max Vegetatif (41-54 Hst),Generatif 1 (55-71 Hst),Generatif 2 (72-110 Hst),Panen,Standing Crop,Luas Baku Sawah (Ha)
Sulawesi Barat,Polewali Mandar,Campalagian,163.0,465.0,2.0,6.0,929,202,82.0,52.0,110.0,290.0,157.0,138.0,660,829,2644.0
Sulawesi Barat,Polewali Mandar,Limboro,13.0,38.0,1.0,1.0,24,4,3.0,12.0,12.0,17.0,21.0,1.0,10,66,106.0
Sulawesi Barat,Polewali Mandar,Luyo,23.0,81.0,1.0,1.0,686,59,69.0,41.0,54.0,22.0,11.0,32.0,117,229,1093.0
Sulawesi Barat,Polewali Mandar,Mapilli,224.0,1017.0,3.0,12.0,323,57,122.0,150.0,409.0,528.0,194.0,215.0,608,1618,2646.0
Sulawesi Barat,Polewali Mandar,Matakali,413.0,688.0,5.0,8.0,130,35,83.0,171.0,259.0,250.0,435.0,306.0,127,1504,1823.0
Sulawesi Barat,Polewali Mandar,Matangnga,10.0,39.0,1.0,1.0,61,12,31.0,9.0,18.0,16.0,12.0,6.0,31,92,199.0
Sulawesi Barat,Polewali Mandar,Polewali,137.0,511.0,2.0,6.0,25,4,7.0,31.0,80.0,391.0,97.0,156.0,133,762,927.0
Sulawesi Barat,Polewali Mandar,Tapango,260.0,738.0,3.0,9.0,201,41,50.0,148.0,297.0,356.0,207.0,269.0,61,1327,1644.0
Sulawesi Barat,Polewali Mandar,Tinambung,34.0,79.0,1.0,1.0,35,12,13.0,6.0,11.0,54.0,34.0,28.0,11,146,208.0
Sulawesi Barat,Polewali Mandar,Tubbi Taramanu,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.0
Sulawesi Barat,Polewali Mandar,Wonomulyo,298.0,1171.0,4.0,14.0,167,17,34.0,130.0,264.0,803.0,252.0,292.0,1566,1775,3564.0
Maluku,,,1948.0,4211.0,29.0,53.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Ambon,,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Ambon,Leitimur Selatan,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Ambon,Nusaniwe,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Ambon,Sirimau,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Ambon,Teluk Ambon,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Ambon,Teluk Ambon Baguala,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Buru,,987.0,1527.0,15.0,20.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Buru,Air Buaya,4.0,28.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Buru,Bata Bual,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Buru,Fena Leisela,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Buru,Lilialy,4.0,14.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Buru,Lolong Guba,286.0,585.0,4.0,7.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Buru,Namlea,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Buru,Teluk Kaiely,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Buru,Waeapo,663.0,820.0,8.0,10.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Buru,Waelata,30.0,80.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Buru,Waplau,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Buru Selatan,,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Buru Selatan,Ambalau,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Buru Selatan,Fena Fafan,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Buru Selatan,Kepala Madan,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Buru Selatan,Leksula,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Buru Selatan,Namrole,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Buru Selatan,Waisama,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Kepulauan Aru,,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Kepulauan Aru,Aru Selatan,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Kepulauan Aru,Aru Selatan Timur,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Kepulauan Aru,Aru Selatan Utara,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Kepulauan Aru,Aru Utara,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Kepulauan Aru,Pulau-Pulau Aru,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Kepulauan Aru,Sir-Sir,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Barat Daya,,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Barat Daya,Babar Timur,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Barat Daya,Damer,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Barat Daya,Dawelor Dawera,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Barat Daya,Kep Romang,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Barat Daya,Kisar Utara,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Barat Daya,Lakor,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Barat Daya,Letti,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Barat Daya,Mdona Hiera,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Barat Daya,Moa,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Barat Daya,Pp Babar,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Barat Daya,Pp Terselatan,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Barat Daya,Pulau Masela,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Barat Daya,Pulau Wetang,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Barat Daya,Wetar,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Barat Daya,Wetar Barat,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Barat Daya,Wetar Timur,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Barat Daya,Wetar Utara,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Tengah,,698.0,2099.0,9.0,25.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Tengah,Amahai,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Tengah,Banda,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Tengah,Kota Masohi,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Tengah,Leihitu,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Tengah,Leihitu Barat,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Tengah,Nusalaut,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Tengah,P Haruku,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Tengah,Salahutu,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Tengah,Saparua,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Tengah,Saparua Timur,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Tengah,Seram Utara,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Tengah,Seram Utara Barat,7.0,11.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Tengah,Seram Utara Tim Kobi,367.0,1331.0,4.0,15.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Tengah,Seram Utara Tim Seti,324.0,758.0,4.0,9.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Tengah,Tehoru,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Tengah,Teluk Elpaputih,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Tengah,Telutih,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Tengah,Teon Nila Serua,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Tenggara,,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Tenggara,Hoat Sorbay,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Tenggara,Kei Besar,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Tenggara,Kei Besar Sel Barat,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Tenggara,Kei Besar Selatan,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Tenggara,Kei Besar Utara Bar,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Tenggara,Kei Besar Utara Tim,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Tenggara,Kei Kecil,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Tenggara,Kei Kecil Barat,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Tenggara,Kei Kecil Timur,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Tenggara,Kei Kecil Timur Sel,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Tenggara,Manyeuw,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Tenggara Barat,,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Tenggara Barat,Kormomolin,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Tenggara Barat,Molu Maru,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Tenggara Barat,Nirunmas,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Tenggara Barat,Selaru,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Tenggara Barat,Tanimbar Selatan,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Tenggara Barat,Tanimbar Utara,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Tenggara Barat,Wer Maktian,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Tenggara Barat,Wer Tamrian,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Tenggara Barat,Wuar Labobar,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Maluku Tenggara Barat,Yaru,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Seram Bagian Barat,,110.0,347.0,3.0,5.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Seram Bagian Barat,Amalatu,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Seram Bagian Barat,Elpaputih,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Seram Bagian Barat,Huamual,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Seram Bagian Barat,Huamual Belakang,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Seram Bagian Barat,Inamosol,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Seram Bagian Barat,Kairatu,68.0,255.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Seram Bagian Barat,Kairatu Barat,36.0,77.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Seram Bagian Barat,Kep Manipa,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Seram Bagian Barat,Seram Barat,6.0,14.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Seram Bagian Barat,Taniwel,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Seram Bagian Barat,Taniwel Timur,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Seram Bagian Timur,,152.0,238.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Seram Bagian Timur,Bula,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Seram Bagian Timur,Bula Barat,152.0,238.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Seram Bagian Timur,Gorom Timur,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Seram Bagian Timur,Kian Darat,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Seram Bagian Timur,Kilmury,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Seram Bagian Timur,Lian Vitu,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Seram Bagian Timur,Pulau Gorom,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Seram Bagian Timur,Pulau Panjang,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Seram Bagian Timur,Seram Timur,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Seram Bagian Timur,Siwalalat,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Seram Bagian Timur,Teluk Waru,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Seram Bagian Timur,Teor,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Seram Bagian Timur,Tutuk Tolu,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Seram Bagian Timur,Wakate,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Seram Bagian Timur,Werinama,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Tual,,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Tual,Kur Selatan,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Tual,Pp Kur,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Tual,Pulau Dullah Selatan,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Tual,Pulau Dullah Utara,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku,Tual,Tayando Tam,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,,,1187.0,2797.0,42.0,58.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Barat,,77.0,151.0,6.0,6.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Barat,Ibu,9.0,8.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Barat,Ibu Selatan,10.0,16.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Barat,Jailolo,29.0,69.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Barat,Jailolo Selatan,4.0,20.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Barat,Loloda,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Barat,Sahu,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Barat,Sahu Timur,25.0,37.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Barat,Tabaru,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Selatan,,89.0,189.0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Selatan,Bacan,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Selatan,Bacan Barat,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Selatan,Bacan Barat Utara,10.0,7.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Selatan,Bacan Selatan,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Selatan,Bacan Timur,2.0,5.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Selatan,Bacan Timur Selatan,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Selatan,Bacan Timur Tengah,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Selatan,Batang Lomang,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Selatan,Gane Barat,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Selatan,Gane Barat Selatan,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Selatan,Gane Barat Utara,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Selatan,Gane Timur,74.0,170.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Selatan,Gane Timur Selatan,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Selatan,Gane Timur Tengah,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Selatan,Kasiruta Barat,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Selatan,Kasiruta Timur,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Selatan,Kayoa,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Selatan,Kayoa Barat,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Selatan,Kayoa Selatan,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Selatan,Kayoa Utara,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Selatan,Kep Joronga,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Selatan,Makian Barat,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Selatan,Mandioli Selatan,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Selatan,Mandioli Utara,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Selatan,Obi,1.0,6.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Selatan,Obi Barat,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Selatan,Obi Selatan,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Selatan,Obi Timur,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Selatan,Obi Utara,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Selatan,Pulau Makian,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Tengah,,115.0,310.0,3.0,5.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Tengah,Patani,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Tengah,Patani Barat,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Tengah,Patani Timur,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Tengah,Patani Utara,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Tengah,Pulau Gebe,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Tengah,Weda,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Tengah,Weda Selatan,89.0,231.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Tengah,Weda Tengah,9.0,49.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Tengah,Weda Timur,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Tengah,Weda Utara,17.0,29.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Timur,,529.0,1496.0,8.0,18.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Timur,Kota Maba,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Timur,Maba,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Timur,Maba Selatan,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Timur,Maba Tengah,52.0,143.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Timur,Maba Utara,47.0,85.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Timur,Wasile,221.0,665.0,3.0,8.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Timur,Wasile Selatan,46.0,76.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Timur,Wasile Tengah,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Timur,Wasile Timur,162.0,527.0,2.0,6.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Timur,Wasile Utara,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Utara,,175.0,383.0,9.0,10.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Utara,Galela,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Utara,Galela Barat,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Utara,Galela Selatan,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Utara,Galela Utara,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Utara,Hutan,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Utara,Kao,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Utara,Kao Barat,137.0,321.0,2.0,4.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Utara,Kao Teluk,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Utara,Kao Utara,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Utara,Loloda Kep,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Utara,Loloda Utara,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Utara,Malifut,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Utara,Tobelo,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Utara,Tobelo Barat,5.0,9.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Utara,Tobelo Selatan,16.0,25.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Utara,Tobelo Tengah,1.0,6.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Utara,Tobelo Timur,15.0,20.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Halmahera Utara,Tobelo Utara,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Kepulauan Sula,,0.0,2.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Kepulauan Sula,Mangoli Barat,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Kepulauan Sula,Mangoli Selatan,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0
Maluku Utara,Kepulauan Sula,Mangoli Tengah,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
